;Unnamed: 0;img_artiste;url_img_taille_adaptee;url_redir;url_img_secours;artiste;lieu;even_streaming;titre;loc;icone_epingle;url_even;url_artiste;txt_watch_live;est_plus;txt_redir;RSVP;RSVP_int;horaire_debut;horaire_fin;fuseau;regle_affichage;locale;latitude;longitude;weekend_vdd_soir;artiste_provenance
925;925;https://photos.bandsintown.com/thumb/17902158.jpeg;https://media.bandsintown.com/110x110/17902158.webp;https://www.bandsintown.com/e/105846955-zen-selekta-at-downtown-las-vegas-events-center?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/03.png;Zen Selekta;Downtown Las Vegas Events Center;False;Subtronics at Downtown Las Vegas Events Center;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/105846955-zen-selekta-at-downtown-las-vegas-events-center?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/15498540-zen-selekta?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;4;4;2024-10-25 20:00:00;2024-10-25T23:30:00;America/Los_Angeles;datetime;en;36.1687163;-115.14464085;1;Atlanta
492;492;https://photos.bandsintown.com/thumb/6044291.jpeg;https://media.bandsintown.com/110x110/6044291.webp;https://www.bandsintown.com/e/1032978612-elation-at-discopussy?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/05.png;Elation;Discopussy;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1032978612-elation-at-discopussy?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/753276-elation?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-17 22:00:00;;America/Los_Angeles;datetime;en;36.1691275;-115.140012;0;Australia
711;711;https://photos.bandsintown.com/thumb/6044291.jpeg;https://media.bandsintown.com/110x110/6044291.webp;https://www.bandsintown.com/e/1032820841-elation-at-discopussy?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/01.png;Elation;Discopussy;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1032820841-elation-at-discopussy?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/753276-elation?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;1;1;2024-10-19 22:00:00;;America/Los_Angeles;datetime;en;36.1691275;-115.140012;1;Australia
714;714;https://photos.bandsintown.com/thumb/15921241.jpeg;https://media.bandsintown.com/110x110/15921241.webp;https://www.bandsintown.com/e/1032294190-lost-frequencies-at-marquee-nightclub?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/08.png;Lost Frequencies;Marquee Nightclub;False;Marquee Nightclub;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1032294190-lost-frequencies-at-marquee-nightclub?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/1670031-lost-frequencies?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;15;15;2024-10-19 22:30:00;;America/Los_Angeles;datetime;en;36.1096705;-115.1736613;1;Belgium
609;609;https://photos.bandsintown.com/thumb/15922879.jpeg;https://media.bandsintown.com/110x110/15922879.webp;https://www.bandsintown.com/e/1030133356-mom-jeans.-at-las-vegas-festival-grounds?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/08.png;Mom Jeans.;Las Vegas Festival Grounds;False;When We Were Young 2024;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1030133356-mom-jeans.-at-las-vegas-festival-grounds?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/10602776-mom-jeans.?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;76;76;2024-10-19 11:00:00;;America/Los_Angeles;datetime;en;36.1420022;-115.16235229022962;1;Berkeley
494;494;https://photos.bandsintown.com/thumb/16411897.jpeg;https://media.bandsintown.com/110x110/16411897.webp;https://www.bandsintown.com/e/1032637181-alok-at-hakkasan-nightclub?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/03.png;alok;Hakkasan Nightclub;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1032637181-alok-at-hakkasan-nightclub?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/414184-alok?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;5;5;2024-10-17 22:30:00;;America/Los_Angeles;datetime;en;;;0;Brazil
755;755;https://photos.bandsintown.com/thumb/18400198.jpeg;https://media.bandsintown.com/110x110/18400198.webp;https://www.bandsintown.com/e/106014647-glass-spells-at-area15?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/07.png;Glass Spells;AREA15;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/106014647-glass-spells-at-area15?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/7260199-glass-spells?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;2;2;2024-10-20 19:00:00;;America/Los_Angeles;datetime;en;-13.96101625;33.76950792327203;1;California
266;266;https://photos.bandsintown.com/thumb/18338306.jpeg;https://media.bandsintown.com/110x110/18338306.webp;https://www.bandsintown.com/e/105766017-like-a-storm-at-count's-vamp'd-rock-bar-and-grill?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/01.png;Like A Storm;Count's Vamp'd Rock Bar & Grill;False;Like A Storm with special guests;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/105766017-like-a-storm-at-count's-vamp'd-rock-bar-and-grill?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/304106-like-a-storm?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;24;24;2024-10-12 19:00:00;;America/Los_Angeles;datetime;en;36.14470085;-115.23954956253651;1;Canada
376;376;https://photos.bandsintown.com/thumb/13639805.jpeg;https://media.bandsintown.com/110x110/13639805.webp;https://www.bandsintown.com/e/1031692869-gabriel-rutledge-at-brad-garrett's-comedy-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/06.png;Gabriel Rutledge;Brad Garrett's Comedy Club;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1031692869-gabriel-rutledge-at-brad-garrett's-comedy-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/1209505-gabriel-rutledge?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-14 20:00:00;;America/Los_Angeles;datetime;en;;;0;Canada
403;403;https://photos.bandsintown.com/thumb/13639805.jpeg;https://media.bandsintown.com/110x110/13639805.webp;https://www.bandsintown.com/e/1031692345-gabriel-rutledge-at-brad-garrett's-comedy-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/01.png;Gabriel Rutledge;Brad Garrett's Comedy Club;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1031692345-gabriel-rutledge-at-brad-garrett's-comedy-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/1209505-gabriel-rutledge?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-15 20:00:00;;America/Los_Angeles;datetime;en;;;0;Canada
431;431;https://photos.bandsintown.com/thumb/13639805.jpeg;https://media.bandsintown.com/110x110/13639805.webp;https://www.bandsintown.com/e/1031691924-gabriel-rutledge-at-brad-garrett's-comedy-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/02.png;Gabriel Rutledge;Brad Garrett's Comedy Club;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1031691924-gabriel-rutledge-at-brad-garrett's-comedy-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/1209505-gabriel-rutledge?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-16 20:00:00;;America/Los_Angeles;datetime;en;;;0;Canada
477;477;https://photos.bandsintown.com/thumb/13639805.jpeg;https://media.bandsintown.com/110x110/13639805.webp;https://www.bandsintown.com/e/1031692206-gabriel-rutledge-at-brad-garrett's-comedy-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/08.png;Gabriel Rutledge;Brad Garrett's Comedy Club;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1031692206-gabriel-rutledge-at-brad-garrett's-comedy-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/1209505-gabriel-rutledge?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-17 20:00:00;;America/Los_Angeles;datetime;en;;;0;Canada
509;509;https://photos.bandsintown.com/thumb/18097250.jpeg;https://media.bandsintown.com/110x110/18097250.webp;https://www.bandsintown.com/e/1032893788-silverstein-at-american-legion-vegas-post-8?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/04.png;Silverstein;American Legion Vegas Post 8;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1032893788-silverstein-at-american-legion-vegas-post-8?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/121-silverstein?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;303;303;2024-10-18 18:00:00;;America/Los_Angeles;datetime;en;;;0;Canada
510;510;https://photos.bandsintown.com/thumb/18393801.jpeg;https://media.bandsintown.com/110x110/18393801.webp;https://www.bandsintown.com/e/106011881-counterparts-at-house-of-blues-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/02.png;Counterparts;House of Blues Las Vegas;False;Pure Noise Records: 15 Year Anniversary Show;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/106011881-counterparts-at-house-of-blues-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/304518-counterparts?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;10;10;2024-10-18 18:00:00;;America/Los_Angeles;datetime;en;;;0;Canada
556;556;https://photos.bandsintown.com/thumb/13639805.jpeg;https://media.bandsintown.com/110x110/13639805.webp;https://www.bandsintown.com/e/1031692591-gabriel-rutledge-at-brad-garrett's-comedy-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/04.png;Gabriel Rutledge;Brad Garrett's Comedy Club;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1031692591-gabriel-rutledge-at-brad-garrett's-comedy-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/1209505-gabriel-rutledge?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-18 20:00:00;;America/Los_Angeles;datetime;en;;;1;Canada
618;618;https://photos.bandsintown.com/thumb/15918364.jpeg;https://media.bandsintown.com/110x110/15918364.webp;https://www.bandsintown.com/e/104916719-silverstein-at-las-vegas-festival-grounds?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/01.png;Silverstein;Las Vegas Festival Grounds;False;When We Were Young 2024;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/104916719-silverstein-at-las-vegas-festival-grounds?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/121-silverstein?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;162;162;2024-10-19 12:00:00;2024-10-19T23:00:00;America/Los_Angeles;datetime;en;36.1420022;-115.16235229022962;1;Canada
674;674;https://photos.bandsintown.com/thumb/13639805.jpeg;https://media.bandsintown.com/110x110/13639805.webp;https://www.bandsintown.com/e/1031692489-gabriel-rutledge-at-brad-garrett's-comedy-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/07.png;Gabriel Rutledge;Brad Garrett's Comedy Club;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1031692489-gabriel-rutledge-at-brad-garrett's-comedy-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/1209505-gabriel-rutledge?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-19 20:00:00;;America/Los_Angeles;datetime;en;;;1;Canada
734;734;https://photos.bandsintown.com/thumb/15980696.jpeg;https://media.bandsintown.com/110x110/15980696.webp;https://www.bandsintown.com/e/105078912-silverstein-at-las-vegas-festival-grounds?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/07.png;Silverstein;Las Vegas Festival Grounds;False;When We Were Young 2024;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/105078912-silverstein-at-las-vegas-festival-grounds?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/121-silverstein?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;146;146;2024-10-20 12:00:00;2024-10-20T23:00:00;America/Los_Angeles;datetime;en;36.1420022;-115.16235229022962;1;Canada
765;765;https://photos.bandsintown.com/thumb/13639805.jpeg;https://media.bandsintown.com/110x110/13639805.webp;https://www.bandsintown.com/e/1031692283-gabriel-rutledge-at-brad-garrett's-comedy-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/07.png;Gabriel Rutledge;Brad Garrett's Comedy Club;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1031692283-gabriel-rutledge-at-brad-garrett's-comedy-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/1209505-gabriel-rutledge?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-20 20:00:00;;America/Los_Angeles;datetime;en;;;1;Canada
1075;1075;https://photos.bandsintown.com/thumb/17207877.jpeg;https://media.bandsintown.com/110x110/17207877.webp;https://www.bandsintown.com/e/105579823-archers-at-house-of-blues-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/06.png;Archers;House of Blues Las Vegas;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/105579823-archers-at-house-of-blues-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/992140-archers?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;16;16;2024-10-27 17:30:00;2024-10-27T23:00:00;America/Los_Angeles;datetime;en;;;1;Chapel Hill
1040;1040;https://photos.bandsintown.com/thumb/7843990.jpeg;https://media.bandsintown.com/110x110/7843990.webp;https://www.bandsintown.com/e/1030798133-bonka-at-the-theater-at-virgin-hotels-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/05.png;Bonka;The Theater at Virgin Hotels Las Vegas;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1030798133-bonka-at-the-theater-at-virgin-hotels-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/10699-bonka?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-26 20:30:00;;America/Los_Angeles;datetime;en;;;1;Colombia
911;911;https://photos.bandsintown.com/thumb/18222576.jpeg;https://media.bandsintown.com/110x110/18222576.webp;https://www.bandsintown.com/e/105952270-waitress-at-dm-for-address-:)?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/01.png;Waitress;dm for address :);False;Waitress, Style Cramps, Spring Breeding, and Crumbcatcher;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/105952270-waitress-at-dm-for-address-:)?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/15558694-waitress?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;2;2;2024-10-25 19:00:00;2024-10-25T23:00:00;America/Los_Angeles;datetime;en;;;1;Copenhagen
15;15;https://photos.bandsintown.com/thumb/17712183.jpeg;https://media.bandsintown.com/110x110/17712183.webp;https://www.bandsintown.com/e/105774600-tyler-ballgame-at-swan-dive?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/02.png;Tyler Ballgame;Swan Dive;False;Supporting Jukebox the Ghost;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/105774600-tyler-ballgame-at-swan-dive?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/15548328-tyler-ballgame?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-08 19:00:00;;America/Los_Angeles;datetime;en;44.607285;-71.92803;0;
16;16;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/03.png;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/06.webp;https://www.bandsintown.com/e/1030080418-disco-divas-at-alexis-park-resort?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/02.png;Disco Divas;Alexis Park Resort;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1030080418-disco-divas-at-alexis-park-resort?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/96242-disco-divas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-08 19:00:00;;America/Los_Angeles;datetime;en;36.1061609;-115.15616913352932;0;
17;17;https://photos.bandsintown.com/thumb/17203350.jpeg;https://media.bandsintown.com/110x110/17203350.webp;https://www.bandsintown.com/e/105570200-jukebox-the-ghost-at-swan-dive?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/03.png;Jukebox the Ghost;Swan Dive;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/105570200-jukebox-the-ghost-at-swan-dive?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/146852-jukebox-the-ghost?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;13;13;2024-10-08 19:00:00;;America/Los_Angeles;datetime;en;44.607285;-71.92803;0;
18;18;https://photos.bandsintown.com/thumb/14290780.jpeg;https://media.bandsintown.com/110x110/14290780.webp;https://www.bandsintown.com/e/1030834533-donny-osmond-at-harrah's-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/08.png;Donny Osmond;Harrah's Las Vegas;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1030834533-donny-osmond-at-harrah's-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/31371-donny-osmond?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;2;2;2024-10-08 19:30:00;;America/Los_Angeles;datetime;en;36.1193033;-115.17116250031411;0;
19;19;https://photos.bandsintown.com/thumb/9618001.jpeg;https://media.bandsintown.com/110x110/9618001.webp;https://www.bandsintown.com/e/1032719051-tape-face-at-house-of-tape-in-the-underground-theater?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/07.png;TAPE FACE;House of Tape in the Underground Theater;False;;Las Vegas Convention Center, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1032719051-tape-face-at-house-of-tape-in-the-underground-theater?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/9359589-tape-face?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-08 19:30:00;;America/Los_Angeles;datetime;en;;;0;
20;20;https://photos.bandsintown.com/thumb/6946173.jpeg;https://media.bandsintown.com/110x110/6946173.webp;https://www.bandsintown.com/e/1032783030-chippendales-at-rio-all-suites-hotel-and-casino?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/03.png;Chippendales;Rio All Suites Hotel & Casino;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1032783030-chippendales-at-rio-all-suites-hotel-and-casino?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/230075-chippendales?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-08 20:00:00;;America/Los_Angeles;datetime;en;;;0;
21;21;https://photos.bandsintown.com/thumb/14817747.jpeg;https://media.bandsintown.com/110x110/14817747.webp;https://www.bandsintown.com/e/1029246103-carrot-top-at-luxor?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/08.png;Carrot Top;Luxor;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1029246103-carrot-top-at-luxor?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/148720-carrot-top?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;1;1;2024-10-08 20:00:00;;America/Los_Angeles;datetime;en;25.702096;32.647186;0;
22;22;https://photos.bandsintown.com/thumb/7794222.jpeg;https://media.bandsintown.com/110x110/7794222.webp;https://www.bandsintown.com/e/1032943307-matt-holt-at-brad-garrett's-comedy-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/07.png;Matt Holt;Brad Garrett's Comedy Club;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1032943307-matt-holt-at-brad-garrett's-comedy-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/1889812-matt-holt?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-08 20:00:00;;America/Los_Angeles;datetime;en;;;0;
23;23;https://photos.bandsintown.com/thumb/8699460.jpeg;https://media.bandsintown.com/110x110/8699460.webp;https://www.bandsintown.com/e/1030477840-eddie-griffin-at-saxe-theater-at-planet-hollywood-inside-the-miracle-mile-mall?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/01.png;Eddie Griffin;Saxe Theater at Planet Hollywood Inside the Miracle Mile Mall;False;;Las Vegas Convention Center, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1030477840-eddie-griffin-at-saxe-theater-at-planet-hollywood-inside-the-miracle-mile-mall?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/67936-eddie-griffin?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;1;1;2024-10-08 20:30:00;;America/Los_Angeles;datetime;en;;;0;
24;24;https://photos.bandsintown.com/thumb/6622884.jpeg;https://media.bandsintown.com/110x110/6622884.webp;https://www.bandsintown.com/e/1030269307-awakening-at-awakening-theater-at-wynn-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/04.png;Awakening;Awakening Theater at Wynn Las Vegas;False;;Las Vegas Convention Center, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1030269307-awakening-at-awakening-theater-at-wynn-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/325475-awakening?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-08 21:30:00;;America/Los_Angeles;datetime;en;;;0;
