;Unnamed: 0;img_artiste;url_img_taille_adaptee;url_redir;url_img_secours;artiste;lieu;even_streaming;titre;loc;icone_epingle;url_even;url_artiste;txt_watch_live;est_plus;txt_redir;RSVP;RSVP_int;horaire_debut;horaire_fin;fuseau;regle_affichage;locale;latitude;longitude;weekend_vdd_soir;artiste_provenance
68;68;https://photos.bandsintown.com/thumb/18318463.jpeg;https://media.bandsintown.com/110x110/18318463.webp;https://www.bandsintown.com/e/105907637-escobar-(official)-at-tao-beach-dayclub?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/03.png;ESCOBAR (OFFICIAL);TAO Beach Dayclub;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/105907637-escobar-(official)-at-tao-beach-dayclub?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/9898338-escobar-(official)?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-10 13:00:00;;America/Los_Angeles;datetime;en;;;0;
69;69;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/02.png;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/07.webp;https://www.bandsintown.com/e/1032817747-paranormal-at-imagine-showroom-at-horseshoe-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/03.png;Paranormal;Imagine Showroom at Horseshoe Las Vegas;False;;Las Vegas Convention Center, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1032817747-paranormal-at-imagine-showroom-at-horseshoe-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/319616-paranormal?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;1;1;2024-10-10 16:00:00;;America/Los_Angeles;datetime;en;;;0;
71;71;https://photos.bandsintown.com/thumb/8333428.jpeg;https://media.bandsintown.com/110x110/8333428.webp;https://www.bandsintown.com/e/105776526-zomanno-at-best-friend-park-mgm?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/02.png;Zomanno;Best Friend - Park MGM;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/105776526-zomanno-at-best-friend-park-mgm?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/13015546-zomanno?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;1;1;2024-10-10 18:00:00;;America/Los_Angeles;datetime;en;;;0;
72;72;https://photos.bandsintown.com/thumb/17982670.jpeg;https://media.bandsintown.com/110x110/17982670.webp;https://www.bandsintown.com/e/105877013-damag3-at-taverna-costera?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/06.png;DAMAG3;Taverna Costera;False;DAMAG3's 3AT TH3 RiCH TOUR;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/105877013-damag3-at-taverna-costera?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/15556133-damag3?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;2;2;2024-10-10 18:30:00;;America/Los_Angeles;datetime;en;16.8454895;-99.8493271;0;
73;73;https://photos.bandsintown.com/thumb/17797602.jpeg;https://media.bandsintown.com/110x110/17797602.webp;https://www.bandsintown.com/e/105809106-changeline-at-taverna-costera?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/06.png;Changeline;Taverna Costera;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/105809106-changeline-at-taverna-costera?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/15554119-changeline?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;4;4;2024-10-10 18:30:00;2024-10-10T23:30:00;America/Los_Angeles;datetime;en;16.8454895;-99.8493271;0;
75;75;https://photos.bandsintown.com/thumb/9620426.jpeg;https://media.bandsintown.com/110x110/9620426.webp;https://www.bandsintown.com/e/1030386858-piano-man-at-v-theater-at-planet-hollywood-inside-the-miracle-mile-mall?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/03.png;Piano Man;V Theater at Planet Hollywood Inside the Miracle Mile Mall;False;;Las Vegas Convention Center, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1030386858-piano-man-at-v-theater-at-planet-hollywood-inside-the-miracle-mile-mall?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/969721-piano-man?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-10 18:30:00;;America/Los_Angeles;datetime;en;;;0;
76;76;https://photos.bandsintown.com/thumb/17366741.jpeg;https://media.bandsintown.com/110x110/17366741.webp;https://www.bandsintown.com/e/1032722446-capital-dub-at-the-usual-place?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/04.png;Capital Dub;The Usual Place;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1032722446-capital-dub-at-the-usual-place?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/15549382-capital-dub?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;2;2;2024-10-10 19:00:00;;America/Los_Angeles;datetime;en;51.34368375;-0.20004853050288093;0;
77;77;https://photos.bandsintown.com/thumb/17449327.jpeg;https://media.bandsintown.com/110x110/17449327.webp;https://www.bandsintown.com/e/1032722052-lakedub-at-the-usual-place?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/08.png;LakeDub;The Usual Place;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1032722052-lakedub-at-the-usual-place?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/15550426-lakedub?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-10 19:00:00;;America/Los_Angeles;datetime;en;51.34368375;-0.20004853050288093;0;
78;78;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/02.png;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/02.webp;https://www.bandsintown.com/e/105866401-leslie-liao-at-wiseguys-comedy-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/01.png;Leslie Liao;Wiseguys Comedy Las Vegas;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/105866401-leslie-liao-at-wiseguys-comedy-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/15525866-leslie-liao?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;4;4;2024-10-10 19:00:00;;America/Los_Angeles;datetime;en;;;0;
79;79;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/06.png;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/08.webp;https://www.bandsintown.com/e/1031999960-iluminate-at-the-strat-hotel-casino-and-skybar?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/08.png;Iluminate;The Strat Hotel, Casino & Skybar;False;;Las Vegas DownTown, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1031999960-iluminate-at-the-strat-hotel-casino-and-skybar?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/402354-iluminate?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-10 19:00:00;;America/Los_Angeles;datetime;en;;;0;
80;80;https://photos.bandsintown.com/thumb/16861082.jpeg;https://media.bandsintown.com/110x110/16861082.webp;https://www.bandsintown.com/e/105422749-rival-sons-at-brooklyn-bowl-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/08.png;Rival Sons;Brooklyn Bowl Las Vegas;False;Las Vegas, NV;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/105422749-rival-sons-at-brooklyn-bowl-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/267681-rival-sons?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;105;105;2024-10-10 19:00:00;;America/Los_Angeles;datetime;en;36.1175388;-115.1695094;0;
81;81;https://photos.bandsintown.com/thumb/17039483.jpeg;https://media.bandsintown.com/110x110/17039483.webp;https://www.bandsintown.com/e/1031909528-niki-at-the-cosmopolitan-of-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/08.png;NIKI;The Cosmopolitan of Las Vegas;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1031909528-niki-at-the-cosmopolitan-of-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/93915-niki?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;7;7;2024-10-10 19:00:00;;America/Los_Angeles;datetime;en;36.11015665;-115.17409147576456;0;
83;83;https://photos.bandsintown.com/thumb/17800606.jpeg;https://media.bandsintown.com/110x110/17800606.webp;https://www.bandsintown.com/e/105421212-black-stone-cherry-at-brooklyn-bowl-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/01.png;Black Stone Cherry;Brooklyn Bowl Las Vegas;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/105421212-black-stone-cherry-at-brooklyn-bowl-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/1468-black-stone-cherry?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;50;50;2024-10-10 19:00:00;;America/Los_Angeles;datetime;en;36.1175388;-115.1695094;0;
88;88;https://photos.bandsintown.com/thumb/9618001.jpeg;https://media.bandsintown.com/110x110/9618001.webp;https://www.bandsintown.com/e/1032718270-tape-face-at-house-of-tape-in-the-underground-theater?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/05.png;TAPE FACE;House of Tape in the Underground Theater;False;;Las Vegas Convention Center, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1032718270-tape-face-at-house-of-tape-in-the-underground-theater?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/9359589-tape-face?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-10 19:30:00;;America/Los_Angeles;datetime;en;;;0;
91;91;https://photos.bandsintown.com/thumb/14290780.jpeg;https://media.bandsintown.com/110x110/14290780.webp;https://www.bandsintown.com/e/1030835538-donny-osmond-at-harrah's-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/08.png;Donny Osmond;Harrah's Las Vegas;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1030835538-donny-osmond-at-harrah's-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/31371-donny-osmond?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;2;2;2024-10-10 19:30:00;;America/Los_Angeles;datetime;en;36.1193033;-115.17116250031411;0;
92;92;https://photos.bandsintown.com/thumb/6946173.jpeg;https://media.bandsintown.com/110x110/6946173.webp;https://www.bandsintown.com/e/1031337261-chippendales-at-rio-all-suites-hotel-and-casino?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/03.png;Chippendales;Rio All Suites Hotel & Casino;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1031337261-chippendales-at-rio-all-suites-hotel-and-casino?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/230075-chippendales?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-10 20:00:00;;America/Los_Angeles;datetime;en;;;0;
98;98;https://photos.bandsintown.com/thumb/14817747.jpeg;https://media.bandsintown.com/110x110/14817747.webp;https://www.bandsintown.com/e/1029246743-carrot-top-at-luxor?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/02.png;Carrot Top;Luxor;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1029246743-carrot-top-at-luxor?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/148720-carrot-top?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;1;1;2024-10-10 20:00:00;;America/Los_Angeles;datetime;en;25.702096;32.647186;0;
103;103;https://photos.bandsintown.com/thumb/18065912.jpeg;https://media.bandsintown.com/110x110/18065912.webp;https://www.bandsintown.com/e/1032802261-u2-at-the-sphere?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/04.png;U2;The Sphere;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1032802261-u2-at-the-sphere?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/315-u2?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;20;20;2024-10-10 21:30:00;;America/Los_Angeles;datetime;en;40.7104974;-74.0138892;0;
104;104;https://photos.bandsintown.com/thumb/9618367.jpeg;https://media.bandsintown.com/110x110/9618367.webp;https://www.bandsintown.com/e/1032216644-rupaul's-drag-race-at-go-pool-at-the-flamingo-hotel-and-casino?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/07.png;RuPaul's Drag Race;GO Pool at the Flamingo Hotel and Casino;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1032216644-rupaul's-drag-race-at-go-pool-at-the-flamingo-hotel-and-casino?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/973835-rupaul's-drag-race?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-10 21:30:00;;America/Los_Angeles;datetime;en;;;0;
105;105;https://photos.bandsintown.com/thumb/9618196.jpeg;https://media.bandsintown.com/110x110/9618196.webp;https://www.bandsintown.com/e/1030481626-steve-byrne-at-jimmy-kimmel's-comedy-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/03.png;Steve Byrne;Jimmy Kimmel's Comedy Club;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1030481626-steve-byrne-at-jimmy-kimmel's-comedy-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/225432-steve-byrne?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-10 21:30:00;;America/Los_Angeles;datetime;en;;;0;
106;106;https://photos.bandsintown.com/thumb/9619765.jpeg;https://media.bandsintown.com/110x110/9619765.webp;https://www.bandsintown.com/e/1029916649-jabbawockeez-at-jabbawockeez-theater-at-mgm-grand-hotel-and-casino?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/03.png;Jabbawockeez;Jabbawockeez Theater at MGM Grand Hotel & Casino;False;;Las Vegas Convention Center, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1029916649-jabbawockeez-at-jabbawockeez-theater-at-mgm-grand-hotel-and-casino?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/190405-jabbawockeez?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-10 21:30:00;;America/Los_Angeles;datetime;en;;;0;
107;107;https://photos.bandsintown.com/thumb/16159948.jpeg;https://media.bandsintown.com/110x110/16159948.webp;https://www.bandsintown.com/e/105965456-dj-supajames-at-ghostbar?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/04.png;DJ SupaJames;GhostBar;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/105965456-dj-supajames-at-ghostbar?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/2505684-dj-supajames?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-10 22:00:00;;America/Los_Angeles;datetime;en;36.1142911;-115.1946346;0;
108;108;https://photos.bandsintown.com/thumb/17844622.jpeg;https://media.bandsintown.com/110x110/17844622.webp;https://www.bandsintown.com/e/105826298-lun-at-we-all-scream?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/06.png;LŪN;We All Scream;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/105826298-lun-at-we-all-scream?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/15502097-lun?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;6;6;2024-10-10 22:00:00;;America/Los_Angeles;datetime;en;;;0;
109;109;https://photos.bandsintown.com/thumb/12705004.jpeg;https://media.bandsintown.com/110x110/12705004.webp;https://www.bandsintown.com/e/106010731-eric-schwartz-comedian-at-drai's-after-hours?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/07.png;Eric Schwartz - Comedian;Drai's After Hours;False;Drai's Comedy Club - Las Vegas, NV;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/106010731-eric-schwartz-comedian-at-drai's-after-hours?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/15506905-eric-schwartz-comedian?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-10 22:00:00;2024-10-10T23:30:00;America/Los_Angeles;datetime;en;;;0;
110;110;https://photos.bandsintown.com/thumb/17308689.jpeg;https://media.bandsintown.com/110x110/17308689.webp;https://www.bandsintown.com/e/1032554864-deorro-at-hakkasan-nightclub?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/05.png;Deorro;Hakkasan Nightclub;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1032554864-deorro-at-hakkasan-nightclub?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/3215104-deorro?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;12;12;2024-10-10 22:30:00;;America/Los_Angeles;datetime;en;;;0;
111;111;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/01.png;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/02.webp;https://www.bandsintown.com/e/1032428007-cutswell-at-tao-nightclub?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/06.png;Cutswell;TAO Nightclub;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1032428007-cutswell-at-tao-nightclub?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/300109-cutswell?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-10 22:30:00;;America/Los_Angeles;datetime;en;40.7422628;-74.0041092;0;
112;112;https://photos.bandsintown.com/thumb/17733331.jpeg;https://media.bandsintown.com/110x110/17733331.webp;https://www.bandsintown.com/e/1032554365-niiko-x-swae-at-wet-republic?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/02.png;NIIKO X SWAE;Wet Republic;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1032554365-niiko-x-swae-at-wet-republic?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/14521907-niiko-x-swae?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;0;0;2024-10-11 11:00:00;;America/Los_Angeles;datetime;en;36.10563045000001;-115.1657857695081;0;
113;113;https://photos.bandsintown.com/thumb/18120136.jpeg;https://media.bandsintown.com/110x110/18120136.webp;https://www.bandsintown.com/e/1032517196-noizu-at-tao-beach-at-the-venetian?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/02.png;Noizu;TAO Beach at The Venetian;False;;Las Vegas Convention Center, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1032517196-noizu-at-tao-beach-at-the-venetian?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/3952572-noizu?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;1;1;2024-10-11 11:00:00;;America/Los_Angeles;datetime;en;;;0;
114;114;https://photos.bandsintown.com/thumb/17372103.jpeg;https://media.bandsintown.com/110x110/17372103.webp;https://www.bandsintown.com/e/1033033756-sam-feldt-at-liv-beach-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/07.png;Sam Feldt;LIV Beach Las Vegas;False;;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1033033756-sam-feldt-at-liv-beach-las-vegas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/8916993-sam-feldt?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;3;3;2024-10-11 11:30:00;;America/Los_Angeles;datetime;en;;;0;
115;115;https://photos.bandsintown.com/thumb/12943176.jpeg;https://media.bandsintown.com/110x110/12943176.webp;https://www.bandsintown.com/e/105932816-lost-kings-at-drai's-beachclub-and-nightclub?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/05.png;Lost Kings;Drai's Beachclub & Nightclub;False;Lost Kings;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/105932816-lost-kings-at-drai's-beachclub-and-nightclub?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/6494851-lost-kings?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;1;1;2024-10-11 12:00:00;;America/Los_Angeles;datetime;en;;;0;
116;116;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/02.png;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/01.webp;https://www.bandsintown.com/e/105787313-boyfriend-sushi-town-at-downtown-las-vegas-events-center?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/08.png;Boyfriend Sushi Town;Downtown Las Vegas Events Center;False;Best Friends Forever;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/105787313-boyfriend-sushi-town-at-downtown-las-vegas-events-center?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/15553517-boyfriend-sushi-town?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;6;6;2024-10-11 12:00:00;;America/Los_Angeles;datetime;en;36.1687163;-115.14464085;0;
117;117;https://photos.bandsintown.com/thumb/11258784.jpeg;https://media.bandsintown.com/110x110/11258784.webp;https://www.bandsintown.com/e/1031160627-foxing-at-downtown-las-vegas-events-center?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp;https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/06.png;Foxing;Downtown Las Vegas Events Center;False;Best Friends Forever;Las Vegas, NV;https://assets.prod.bandsintown.com/images/pinIcon.svg;https://www.bandsintown.com/e/1031160627-foxing-at-downtown-las-vegas-events-center?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;https://www.bandsintown.com/a/2721287-foxing?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event;Watch Live;False;Tickets & RSVP;14;14;2024-10-11 12:00:00;;America/Los_Angeles;datetime;en;36.1687163;-115.14464085;0;
